owner,repo,full_name,stargazers_count,subscribers_count,open_issues_count,forks_count,fork,html_url_repo,watchers_count,commit_id,commit_message,badge
jimbrig,jimsessentials,jimbrig/jimsessentials,0,1,0,0,FALSE,https://github.com/jimbrig/jimsessentials,0,NA,NA,NA
jimbrig,jimsghstars,jimbrig/jimsghstars,36,2,2,4,FALSE,https://github.com/jimbrig/jimsghstars,NA,2b6f22e8b1dcfc8e96be513d1de5edcdc748c69a,Merge branch 'main' of github.com:jimbrig/jimsghstars,[![](https://github.com/jimbrig/jimsghstars/workflows/shiny-deploy/badge.svg)](https://github.com/jimbrig/jimsghstars/actions/runs/2459361270)
jimbrig,jimsghstars,jimbrig/jimsghstars,36,2,2,4,FALSE,https://github.com/jimbrig/jimsghstars,NA,d2859a42dcf947c9d0996eedb07672aa35cf47ec,chore: autopublish 2022-06-08T05:51:36Z,[![](https://github.com/jimbrig/jimsghstars/workflows/update%20stars/badge.svg)](https://github.com/jimbrig/jimsghstars/actions/runs/2465263315)
jimbrig,jimsnotes,jimbrig/jimsnotes,1,1,0,0,FALSE,https://github.com/jimbrig/jimsnotes,1,d5de354c263ea6055c30746855100a2dafca4d1e,Update README.md,[![](https://github.com/jimbrig/jimsnotes/workflows/Create%20markdown%20indexes/badge.svg)](https://github.com/jimbrig/jimsnotes/actions/runs/698785547) [![](https://github.com/jimbrig/jimsnotes/workflows/Markdown%20Linter/badge.svg)](https://github.com/jimbrig/jimsnotes/actions/runs/698785548)
jimbrig,jimsportfolio,jimbrig/jimsportfolio,0,1,5,0,FALSE,https://github.com/jimbrig/jimsportfolio,0,NA,NA,NA
jimbrig,jimsprojects,jimbrig/jimsprojects,0,1,0,0,FALSE,https://github.com/jimbrig/jimsprojects,0,a81cf2d40773ce3cdb95ba2ff46720fa4dc152d0,update,[![](https://github.com/jimbrig/jimsprojects/workflows/Render%20Status/badge.svg)](https://github.com/jimbrig/jimsprojects/actions/runs/2471808175)
jimbrig,jimstaskviews,jimbrig/jimstaskviews,1,1,0,0,FALSE,https://github.com/jimbrig/jimstaskviews,1,024e574f9628524a93d7b47e58c9a5319aab037d,Update CNAME,[![](https://github.com/jimbrig/jimstaskviews/workflows/Jekyll%20site%20CI/badge.svg)](https://github.com/jimbrig/jimstaskviews/actions/runs/658006053)
jimbrig,jimstemplates,jimbrig/jimstemplates,1,1,0,0,FALSE,https://github.com/jimbrig/jimstemplates,NA,NA,NA,NA
jimbrig,jimstools,jimbrig/jimstools,2,1,0,0,FALSE,https://github.com/jimbrig/jimstools,NA,a8669a99c9689150da3cfb5fc4ad0f96713fa446,rm flows,[![](https://github.com/jimbrig/jimstools/workflows/R-CMD-check/badge.svg)](https://github.com/jimbrig/jimstools/actions/runs/703605894) [![](https://github.com/jimbrig/jimstools/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/jimstools/actions/runs/703605893) [![](https://github.com/jimbrig/jimstools/workflows/test-coverage/badge.svg)](https://github.com/jimbrig/jimstools/actions/runs/703605898)
jimbrig,KaaS,jimbrig/KaaS,11,2,0,2,FALSE,https://github.com/jimbrig/KaaS,11,dded3d0fb797cdf414afeeb15e86d2ca2cd2e33d,vault backup: 2022-06-09 18:33:34,[![](https://github.com/jimbrig/KaaS/workflows/Convert-Links/badge.svg)](https://github.com/jimbrig/KaaS/actions/runs/2471564709)
jimbrig,KaaS-Old,jimbrig/KaaS-Old,1,1,0,0,FALSE,https://github.com/jimbrig/KaaS-Old,1,394efac6ba4e891936e210d8407a3690873ff2e4,Update README.md,[![](https://github.com/jimbrig/KaaS-Old/workflows/Deploy%20with%20MkDocs/badge.svg)](https://github.com/jimbrig/KaaS-Old/actions/runs/1488619292)
jimbrig,kali-config,jimbrig/kali-config,2,1,1,0,FALSE,https://github.com/jimbrig/kali-config,2,NA,NA,NA
jimbrig,learn-flask,jimbrig/learn-flask,0,1,1,0,FALSE,https://github.com/jimbrig/learn-flask,0,NA,NA,NA
jimbrig,loss_development_app,jimbrig/loss_development_app,1,1,0,0,FALSE,https://github.com/jimbrig/loss_development_app,1,NA,NA,NA
jimbrig,lossdevelopment,jimbrig/lossdevelopment,0,1,0,0,FALSE,https://github.com/jimbrig/lossdevelopment,0,NA,NA,NA
jimbrig,lossdevt,jimbrig/lossdevt,1,1,1,0,FALSE,https://github.com/jimbrig/lossdevt,1,ccd1cdb4bb905b5854f34725b4c50d82b4823819,doc: update CHANGELOG.md,[![](https://github.com/jimbrig/lossdevt/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/lossdevt/actions/runs/1465227946)
jimbrig,lossdevt-python,jimbrig/lossdevt-python,0,1,0,0,FALSE,https://github.com/jimbrig/lossdevt-python,0,NA,NA,NA
jimbrig,lossdevtapp,jimbrig/lossdevtapp,1,1,1,0,FALSE,https://github.com/jimbrig/lossdevtapp,NA,7fd4096a2d05fd7bc66b85c5cd4cf80a076da29f,feat: add pkgdown site per #14,[![](https://github.com/jimbrig/lossdevtapp/workflows/R-CMD-check/badge.svg)](https://github.com/jimbrig/lossdevtapp/actions/runs/2454669236) [![](https://github.com/jimbrig/lossdevtapp/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/lossdevtapp/actions/runs/2454669237) [![](https://github.com/jimbrig/lossdevtapp/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/lossdevtapp/actions/runs/2454669239) [![](https://github.com/jimbrig/lossdevtapp/workflows/test-coverage/badge.svg)](https://github.com/jimbrig/lossdevtapp/actions/runs/2464287483)
jimbrig,lossrunAnalyzer,jimbrig/lossrunAnalyzer,2,0,0,0,FALSE,https://github.com/jimbrig/lossrunAnalyzer,2,NA,NA,NA
jimbrig,lossrx,jimbrig/lossrx,4,2,3,0,FALSE,https://github.com/jimbrig/lossrx,NA,07c4ca06eb186b7f83dc905b31dfd69d85e1c5f8,"Merge pull request #40 from jimbrig/develop

Unit Tests",[![](https://github.com/jimbrig/lossrx/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/1845010022) [![](https://github.com/jimbrig/lossrx/workflows/R-CMD-check/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/1845010025) [![](https://github.com/jimbrig/lossrx/workflows/test-coverage/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/1845010026) [![](https://github.com/jimbrig/lossrx/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/1845010021)
jimbrig,lossrx,jimbrig/lossrx,4,2,3,0,FALSE,https://github.com/jimbrig/lossrx,NA,2053694c457a7d046771ebfa5fc36819915fd63a,dockerfiles,[![](https://github.com/jimbrig/lossrx/workflows/Run%20DocToc/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/2173325829) [![](https://github.com/jimbrig/lossrx/workflows/Linguist/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/2173325832)
jimbrig,lossrx,jimbrig/lossrx,4,2,3,0,FALSE,https://github.com/jimbrig/lossrx,NA,389b5a14ff55baab9a7f58dd956b4508e569d255,doc: re-build RAEDME,[![](https://github.com/jimbrig/lossrx/workflows/.github/workflows/test-coverage.yaml/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/1835441875)
jimbrig,lossrx,jimbrig/lossrx,4,2,3,0,FALSE,https://github.com/jimbrig/lossrx,NA,47371107480b14b47d8323a43b23f59e05abea03,Merge branch 'main' into develop,[![](https://github.com/jimbrig/lossrx/workflows/Sync%20labels/badge.svg)](https://github.com/jimbrig/lossrx/actions/runs/1680059114)
jimbrig,MLOps,jimbrig/MLOps,1,1,0,0,FALSE,https://github.com/jimbrig/MLOps,1,NA,NA,NA
jimbrig,nativeapp,jimbrig/nativeapp,1,1,0,0,FALSE,https://github.com/jimbrig/nativeapp,1,NA,NA,NA
jimbrig,nextjs-example,jimbrig/nextjs-example,0,1,0,0,FALSE,https://github.com/jimbrig/nextjs-example,0,NA,NA,NA
jimbrig,nextjs-portfolio-example,jimbrig/nextjs-portfolio-example,0,1,2,0,FALSE,https://github.com/jimbrig/nextjs-portfolio-example,0,NA,NA,NA
jimbrig,nuxtjs-example,jimbrig/nuxtjs-example,0,1,0,0,FALSE,https://github.com/jimbrig/nuxtjs-example,0,NA,NA,NA
jimbrig,obsidian,jimbrig/obsidian,2,1,0,0,FALSE,https://github.com/jimbrig/obsidian,2,06e52dc619ed6497667927d17080287efe5a82f8,"Merge pull request #1 from jimbrig/develop

Preliminary Setup of R Package",[![](https://github.com/jimbrig/obsidian/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/obsidian/actions/runs/2056007101)
jimbrig,obsidian_published,jimbrig/obsidian_published,4,1,0,0,FALSE,https://github.com/jimbrig/obsidian_published,4,0865fce060307cb6aadd041d88e29c864a62e8ef,published,[![](https://github.com/jimbrig/obsidian_published/workflows/Publish%20Vault/badge.svg)](https://github.com/jimbrig/obsidian_published/actions/runs/908351964)
jimbrig,obsidian_vault,jimbrig/obsidian_vault,9,1,0,0,FALSE,https://github.com/jimbrig/obsidian_vault,9,NA,NA,NA
jimbrig,pgres,jimbrig/pgres,0,1,0,0,FALSE,https://github.com/jimbrig/pgres,NA,e49453e1e14dde936e9abfd3bfbecde3b9dfafe7,config: add inst/configs,[![](https://github.com/jimbrig/pgres/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/pgres/actions/runs/1901796979) [![](https://github.com/jimbrig/pgres/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/pgres/actions/runs/1901796988) [![](https://github.com/jimbrig/pgres/workflows/test-coverage/badge.svg)](https://github.com/jimbrig/pgres/actions/runs/1901796978)
jimbrig,pkgdev,jimbrig/pkgdev,1,1,0,0,FALSE,https://github.com/jimbrig/pkgdev,NA,a24e9fde7b266117d4592d6d1c34620ce810f27c,"Merge pull request #1 from jimbrig/develop

various new functions for development",[![](https://github.com/jimbrig/pkgdev/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/pkgdev/actions/runs/1827353869) [![](https://github.com/jimbrig/pkgdev/workflows/lint/badge.svg)](https://github.com/jimbrig/pkgdev/actions/runs/1827353872) [![](https://github.com/jimbrig/pkgdev/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/pkgdev/actions/runs/1827353877) [![](https://github.com/jimbrig/pkgdev/workflows/test-coverage/badge.svg)](https://github.com/jimbrig/pkgdev/actions/runs/1827353870)
jimbrig,postgresql_rest_api,jimbrig/postgresql_rest_api,0,1,0,0,FALSE,https://github.com/jimbrig/postgresql_rest_api,0,NA,NA,NA
jimbrig,PowerShell,jimbrig/PowerShell,6,1,0,1,FALSE,https://github.com/jimbrig/PowerShell,6,2928f6504be1ec904e6c3e649e336ab834ea47e7,chore: autopublish 2022-05-13T02:46:03Z,[![](https://github.com/jimbrig/PowerShell/workflows/TOC%20Generator/badge.svg)](https://github.com/jimbrig/PowerShell/actions/runs/2317147707)
jimbrig,PowerShell,jimbrig/PowerShell,6,1,0,1,FALSE,https://github.com/jimbrig/PowerShell,6,50ea98b66f47c29400e5898e3945e09f0ecb4795,Merge branch 'release/release' into main,[![](https://github.com/jimbrig/PowerShell/workflows/Update%20Code%20Blocks/badge.svg)](https://github.com/jimbrig/PowerShell/actions/runs/2317144702) [![](https://github.com/jimbrig/PowerShell/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/PowerShell/actions/runs/2317144703)
jimbrig,PowerShell-Profiles-Work,jimbrig/PowerShell-Profiles-Work,2,1,0,0,FALSE,https://github.com/jimbrig/PowerShell-Profiles-Work,2,NA,NA,NA
jimbrig,profile_app,jimbrig/profile_app,0,1,0,0,FALSE,https://github.com/jimbrig/profile_app,0,NA,NA,NA
jimbrig,property_allocation_demo,jimbrig/property_allocation_demo,1,1,0,0,FALSE,https://github.com/jimbrig/property_allocation_demo,NA,93bc36fb718fda53eba1de10adfc26c54a8e0b91,Update handsontable_features.html,[![](https://github.com/jimbrig/property_allocation_demo/workflows/Build%20and%20Deploy/badge.svg)](https://github.com/jimbrig/property_allocation_demo/actions/runs/2270796423) [![](https://github.com/jimbrig/property_allocation_demo/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/property_allocation_demo/actions/runs/2270796426)
jimbrig,prs-vault,jimbrig/prs-vault,0,1,0,0,FALSE,https://github.com/jimbrig/prs-vault,0,NA,NA,NA
jimbrig,PSUtils,jimbrig/PSUtils,0,1,0,0,FALSE,https://github.com/jimbrig/PSUtils,0,9ea01713d81a2c628d1896b5e1ebd04e77fb3f28,Update build.yml,[![](https://github.com/jimbrig/PSUtils/workflows/Build%20Module/badge.svg)](https://github.com/jimbrig/PSUtils/actions/runs/2278268696) [![](https://github.com/jimbrig/PSUtils/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/PSUtils/actions/runs/2278268695)
jimbrig,PSWindowsSetup-Old,jimbrig/PSWindowsSetup-Old,1,1,0,0,FALSE,https://github.com/jimbrig/PSWindowsSetup-Old,1,77bed91aa8cde2f2aa08d0fad102d82277542d06,update,[![](https://github.com/jimbrig/PSWindowsSetup-Old/workflows/CI/badge.svg)](https://github.com/jimbrig/PSWindowsSetup-Old/actions/runs/1207727811)
jimbrig,PSWinSetup,jimbrig/PSWinSetup,2,2,0,0,FALSE,https://github.com/jimbrig/PSWinSetup,2,d379e2ec111057e7b3008d5fa556f5c1e59a3187,feat: stash configs,[![](https://github.com/jimbrig/PSWinSetup/workflows/Build/badge.svg)](https://github.com/jimbrig/PSWinSetup/actions/runs/1647461136) [![](https://github.com/jimbrig/PSWinSetup/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/PSWinSetup/actions/runs/1647461133)
jimbrig,PSWinTools,jimbrig/PSWinTools,0,1,0,0,FALSE,https://github.com/jimbrig/PSWinTools,0,NA,NA,NA
jimbrig,R-DevContainer,jimbrig/R-DevContainer,0,1,0,0,FALSE,https://github.com/jimbrig/R-DevContainer,0,NA,NA,NA
jimbrig,R_dotfiles_sync,jimbrig/R_dotfiles_sync,0,1,0,0,FALSE,https://github.com/jimbrig/R_dotfiles_sync,0,NA,NA,NA
jimbrig,Ractions,jimbrig/Ractions,0,1,0,0,FALSE,https://github.com/jimbrig/Ractions,0,NA,NA,NA
jimbrig,rdevcontainer,jimbrig/rdevcontainer,1,1,0,0,FALSE,https://github.com/jimbrig/rdevcontainer,NA,4ec655085710dd61629355f4bc19bf0892320ab1,feat: remove c++ features,[![](https://github.com/jimbrig/rdevcontainer/workflows/Generate%20CHANGELOG.md/badge.svg)](https://github.com/jimbrig/rdevcontainer/actions/runs/2304297916)
jimbrig,Rdotfiles,jimbrig/Rdotfiles,0,1,0,0,FALSE,https://github.com/jimbrig/Rdotfiles,0,d6c7dffa4f8e8e4808a513f8b9d00fdacc1ed4af,doc: initialize ROADMAP.md,[![](https://github.com/jimbrig/Rdotfiles/workflows/R-CMD-check/badge.svg)](https://github.com/jimbrig/Rdotfiles/actions/runs/1505528872) [![](https://github.com/jimbrig/Rdotfiles/workflows/pkgdown/badge.svg)](https://github.com/jimbrig/Rdotfiles/actions/runs/1505528870)
jimbrig,reserver,jimbrig/reserver,1,1,0,0,FALSE,https://github.com/jimbrig/reserver,NA,NA,NA,NA
jimbrig,reserver-old,jimbrig/reserver-old,1,1,0,0,FALSE,https://github.com/jimbrig/reserver-old,1,3a211f38187f88243e4c78a7da69486b3d2dff29,"Merge pull request #7 from jimbrig/develop

Initialize Package and App",[![](https://github.com/jimbrig/reserver-old/workflows/R-CMD-check/badge.svg)](https://github.com/jimbrig/reserver-old/actions/runs/1361295452)
jimbrig,rezmod,jimbrig/rezmod,1,1,0,0,FALSE,https://github.com/jimbrig/rezmod,NA,81a50fb5ee36cd4ba64f055933cc08d7250afaeb,Merge remote-tracking branch 'origin/master',[![](https://github.com/jimbrig/rezmod/workflows/Build%20and%20deploy%20container%20app%20to%20Azure%20Web%20App%20-%20rezmod/badge.svg)](https://github.com/jimbrig/rezmod/actions/runs/2387336074)
jimbrig,rlambda,jimbrig/rlambda,2,1,0,0,FALSE,https://github.com/jimbrig/rlambda,2,NA,NA,NA
jimbrig,rprojmgmt,jimbrig/rprojmgmt,0,1,0,0,FALSE,https://github.com/jimbrig/rprojmgmt,0,NA,NA,NA
jimbrig,rsetup,jimbrig/rsetup,1,1,0,0,FALSE,https://github.com/jimbrig/rsetup,1,NA,NA,NA
jimbrig,rtraining,jimbrig/rtraining,3,3,0,0,FALSE,https://github.com/jimbrig/rtraining,3,NA,NA,NA
jimbrig,sanity-setup,jimbrig/sanity-setup,0,1,0,0,FALSE,https://github.com/jimbrig/sanity-setup,0,NA,NA,NA
jimbrig,Scripts,jimbrig/Scripts,2,1,0,0,FALSE,https://github.com/jimbrig/Scripts,2,NA,NA,NA
